time,gyrx,gyry,gyrz,rol,pit,yaw,accx,accy,accz,vCmds
0.466,-0.454,0.302,-0.296,-0.046,8519263744.000,0.010,-0.012,0.020,0.018,2.000,
0.471,-0.382,0.317,-0.276,-0.047,8519263744.000,0.010,-0.019,0.011,0.021,2.000,
0.473,-0.257,0.308,-0.244,-0.047,8519263744.000,0.009,-0.032,-0.003,0.030,2.000,
0.475,-0.123,0.275,-0.214,-0.048,8519263744.000,0.009,-0.045,-0.019,0.041,2.000,
0.477,-0.007,0.224,-0.193,-0.048,8519263744.000,0.008,-0.053,-0.031,0.052,2.000,
0.479,0.086,0.165,-0.177,-0.048,8519263744.000,0.008,-0.055,-0.040,0.062,2.000,
0.481,0.163,0.104,-0.161,-0.048,8519263744.000,0.007,-0.051,-0.045,0.068,2.000,
0.483,0.232,0.046,-0.141,-0.048,8519263744.000,0.007,-0.043,-0.047,0.071,2.000,
0.485,0.299,-0.002,-0.119,-0.047,8519263744.000,0.007,-0.033,-0.048,0.071,2.000,
0.487,0.366,-0.034,-0.101,-0.047,8519263744.000,0.007,-0.022,-0.049,0.070,2.000,
0.489,0.433,-0.048,-0.088,-0.046,8519263744.000,0.006,-0.013,-0.049,0.066,2.000,
0.491,0.496,-0.046,-0.081,-0.045,8519263744.000,0.006,-0.004,-0.049,0.062,2.000,
0.493,0.552,-0.034,-0.081,-0.044,8519263744.000,0.006,0.002,-0.051,0.060,2.000,
0.497,0.595,-0.015,-0.083,-0.043,8519263744.000,0.006,0.007,-0.054,0.058,2.000,
0.499,0.628,0.011,-0.087,-0.042,8519263744.000,0.006,0.008,-0.060,0.057,2.000,
0.501,0.646,0.030,-0.087,-0.040,8519263744.000,0.006,0.004,-0.068,0.054,2.000,
0.503,0.649,0.036,-0.077,-0.039,8519263744.000,0.005,-0.002,-0.075,0.048,2.000,
0.505,0.640,0.025,-0.059,-0.038,8519263744.000,0.005,-0.007,-0.079,0.039,2.000,
0.507,0.619,-0.001,-0.034,-0.037,8519263744.000,0.005,-0.010,-0.079,0.027,2.000,
0.509,0.584,-0.038,-0.005,-0.035,8519263744.000,0.005,-0.011,-0.076,0.013,2.000,
0.511,0.532,-0.080,0.019,-0.034,8519263744.000,0.005,-0.010,-0.071,-0.000,2.000,
0.513,0.466,-0.118,0.035,-0.033,8519263744.000,0.005,-0.007,-0.065,-0.011,2.000,
0.515,0.386,-0.148,0.043,-0.032,8519263744.000,0.005,-0.002,-0.060,-0.018,2.000,
0.517,0.294,-0.168,0.044,-0.031,8519263744.000,0.005,0.003,-0.055,-0.022,2.000,
0.522,0.193,-0.178,0.042,-0.031,8519263744.000,0.005,0.010,-0.052,-0.024,2.000,
0.524,0.017,-0.199,0.043,-0.030,8519263744.000,0.005,0.019,-0.048,-0.023,2.000,
0.526,-0.170,-0.225,0.040,-0.030,8519263744.000,0.006,0.029,-0.046,-0.021,2.000,
0.528,-0.329,-0.246,0.029,-0.031,8519263744.000,0.006,0.035,-0.044,-0.020,2.000,
0.530,-0.450,-0.259,0.007,-0.031,8519263744.000,0.006,0.038,-0.041,-0.019,2.000,
0.532,-0.544,-0.264,-0.020,-0.032,8519263744.000,0.006,0.038,-0.038,-0.022,2.000,
0.534,-0.624,-0.266,-0.051,-0.033,8519263744.000,0.006,0.037,-0.035,-0.026,2.000,
0.536,-0.703,-0.265,-0.083,-0.035,8519263744.000,0.006,0.034,-0.031,-0.031,2.000,
0.538,-0.785,-0.257,-0.112,-0.036,8519263744.000,0.005,0.029,-0.027,-0.036,2.000,
0.540,-0.875,-0.246,-0.134,-0.038,8519263744.000,0.005,0.023,-0.024,-0.041,2.000,
0.542,-0.970,-0.235,-0.146,-0.039,8519263744.000,0.005,0.017,-0.022,-0.045,2.000,
0.544,-1.063,-0.228,-0.150,-0.041,8519263744.000,0.005,0.009,-0.021,-0.048,2.000,
0.548,-1.140,-0.225,-0.148,-0.043,8519263744.000,0.004,0.002,-0.020,-0.051,2.000,
0.550,-1.201,-0.224,-0.133,-0.046,8519263744.000,0.004,-0.004,-0.020,-0.053,2.000,
0.552,-1.224,-0.230,-0.092,-0.048,8519263744.000,0.004,-0.006,-0.020,-0.051,2.000,
0.554,-1.209,-0.240,-0.033,-0.051,8519263744.000,0.004,-0.004,-0.021,-0.044,2.000,
0.556,-1.156,-0.257,0.030,-0.053,8519263744.000,0.003,-0.000,-0.023,-0.035,2.000,
0.558,-1.075,-0.280,0.084,-0.055,8519263744.000,0.004,0.005,-0.025,-0.026,2.000,
0.560,-0.981,-0.303,0.122,-0.057,8519263744.000,0.004,0.010,-0.027,-0.017,2.000,
0.562,-0.884,-0.319,0.149,-0.059,8519263744.000,0.004,0.014,-0.030,-0.009,2.000,
0.564,-0.790,-0.328,0.176,-0.061,8519263744.000,0.004,0.017,-0.032,-0.001,2.000,
0.566,-0.693,-0.331,0.208,-0.063,8519263744.000,0.005,0.018,-0.034,0.007,2.000,
0.568,-0.589,-0.323,0.243,-0.064,8519263744.000,0.005,0.018,-0.034,0.013,2.000,
