time,gyrx,gyry,gyrz,rol,pit,yaw,accx,accy,accz,vCmds,,,,gforcex,gforcey,gforcez
1.51,-0.078,-0.203,0.086,0.22,0.014,0.23,-0.082,-0.205,0.086,0.22,0.014,0.23,0,0.022426095820591,0.001427115188583,0.023445463812436
1.511,-0.078,-0.203,0.086,0.235,-0.005,0.235,-0.082,-0.205,0.085,0.235,-0.005,0.235,0,0.023955147808359,-0.000509683995923,0.023955147808359
1.512,-0.078,-0.204,0.085,0.23,0.005,0.239,-0.083,-0.206,0.085,0.23,0.005,0.239,0,0.023445463812436,0.000509683995923,0.024362895005097
1.513,-0.078,-0.204,0.085,0.206,0,0.23,-0.083,-0.206,0.085,0.206,0,0.23,0,0.020998980632008,0,0.023445463812436
1.514,-0.078,-0.205,0.085,0.192,-0.043,0.211,-0.083,-0.206,0.084,0.192,-0.043,0.211,0,0.019571865443425,-0.004383282364934,0.021508664627931
1.515,-0.078,-0.205,0.085,0.201,-0.038,0.244,-0.083,-0.207,0.084,0.201,-0.038,0.244,0,0.020489296636086,-0.003873598369011,0.024872579001019
1.516,-0.078,-0.205,0.084,0.22,-0.034,0.259,-0.084,-0.207,0.084,0.22,-0.034,0.259,0,0.022426095820591,-0.003465851172273,0.026401630988787
1.517,-0.078,-0.206,0.084,0.235,-0.048,0.249,-0.084,-0.208,0.084,0.235,-0.048,0.249,0,0.023955147808359,-0.004892966360856,0.025382262996942
1.518,-0.079,-0.206,0.084,0.235,-0.048,0.273,-0.084,-0.208,0.083,0.235,-0.048,0.273,0,0.023955147808359,-0.004892966360856,0.02782874617737
1.519,-0.079,-0.206,0.084,0.225,-0.062,0.297,-0.084,-0.208,0.083,0.225,-0.062,0.297,0,0.022935779816514,-0.006320081549439,0.030275229357798
1.52,-0.079,-0.207,0.084,0.22,-0.053,0.244,-0.084,-0.209,0.083,0.22,-0.053,0.244,0,0.022426095820591,-0.005402650356779,0.024872579001019
1.521,-0.079,-0.207,0.083,0.239,-0.048,0.211,-0.084,-0.209,0.083,0.239,-0.048,0.211,0,0.024362895005097,-0.004892966360856,0.021508664627931
1.522,-0.079,-0.207,0.083,0.244,-0.043,0.259,-0.084,-0.209,0.083,0.244,-0.043,0.259,0,0.024872579001019,-0.004383282364934,0.026401630988787
1.523,-0.079,-0.208,0.083,0.249,-0.01,0.249,-0.084,-0.21,0.083,0.249,-0.01,0.249,0,0.025382262996942,-0.001019367991845,0.025382262996942
1.524,-0.079,-0.208,0.083,0.23,-0.019,0.201,-0.084,-0.21,0.083,0.23,-0.019,0.201,0,0.023445463812436,-0.001936799184506,0.020489296636086
1.525,-0.08,-0.208,0.083,0.215,-0.034,0.206,-0.084,-0.211,0.082,0.215,-0.034,0.206,0,0.021916411824669,-0.003465851172273,0.020998980632008
1.526,-0.08,-0.208,0.082,0.22,-0.034,0.263,-0.084,-0.211,0.082,0.22,-0.034,0.263,0,0.022426095820591,-0.003465851172273,0.026809378185525
1.527,-0.08,-0.209,0.082,0.244,-0.038,0.316,-0.085,-0.211,0.082,0.244,-0.038,0.316,0,0.024872579001019,-0.003873598369011,0.032212028542304
1.528,-0.08,-0.209,0.082,0.254,-0.024,0.297,-0.085,-0.212,0.082,0.254,-0.024,0.297,0,0.025891946992865,-0.002446483180428,0.030275229357798
1.529,-0.08,-0.209,0.082,0.201,-0.014,0.254,-0.085,-0.212,0.082,0.201,-0.014,0.254,0,0.020489296636086,-0.001427115188583,0.025891946992865
1.53,-0.08,-0.21,0.082,0.192,-0.024,0.278,-0.085,-0.212,0.082,0.192,-0.024,0.278,0,0.019571865443425,-0.002446483180428,0.028338430173293
1.531,-0.081,-0.21,0.081,0.211,-0.019,0.263,-0.085,-0.212,0.081,0.211,-0.019,0.263,0,0.021508664627931,-0.001936799184506,0.026809378185525
1.532,-0.081,-0.21,0.081,0.22,-0.034,0.225,-0.085,-0.213,0.081,0.22,-0.034,0.225,0,0.022426095820591,-0.003465851172273,0.022935779816514
1.533,-0.081,-0.211,0.081,0.23,-0.01,0.244,-0.085,-0.213,0.081,0.23,-0.01,0.244,0,0.023445463812436,-0.001019367991845,0.024872579001019
1.534,-0.081,-0.211,0.081,0.225,-0.014,0.263,-0.085,-0.213,0.081,0.225,-0.014,0.263,0,0.022935779816514,-0.001427115188583,0.026809378185525
1.535,-0.081,-0.211,0.081,0.239,-0.043,0.244,-0.085,-0.213,0.081,0.239,-0.043,0.244,0,0.024362895005097,-0.004383282364934,0.024872579001019
1.536,-0.082,-0.212,0.081,0.215,-0.034,0.239,-0.085,-0.214,0.081,0.215,-0.034,0.239,0,0.021916411824669,-0.003465851172273,0.024362895005097
1.537,-0.082,-0.212,0.081,0.192,-0.029,0.263,-0.085,-0.214,0.081,0.192,-0.029,0.263,0,0.019571865443425,-0.002956167176351,0.026809378185525
1.538,-0.082,-0.213,0.081,0.201,-0.034,0.254,-0.085,-0.214,0.08,0.201,-0.034,0.254,0,0.020489296636086,-0.003465851172273,0.025891946992865
1.539,-0.082,-0.213,0.08,0.196,-0.057,0.254,-0.085,-0.214,0.08,0.196,-0.057,0.254,0,0.019979612640163,-0.005810397553517,0.025891946992865
1.54,-0.082,-0.213,0.08,0.192,-0.034,0.302,-0.085,-0.215,0.08,0.192,-0.034,0.302,0,0.019571865443425,-0.003465851172273,0.030784913353721
1.541,-0.082,-0.214,0.08,0.206,0.005,0.297,-0.085,-0.215,0.08,0.206,0.005,0.297,0,0.020998980632008,0.000509683995923,0.030275229357798
1.542,-0.082,-0.214,0.08,0.22,-0.038,0.283,-0.086,-0.215,0.08,0.22,-0.038,0.283,0,0.022426095820591,-0.003873598369011,0.028848114169215
1.543,-0.082,-0.215,0.08,0.215,-0.067,0.311,-0.086,-0.215,0.079,0.215,-0.067,0.311,0,0.021916411824669,-0.006829765545362,0.031702344546381
1.544,-0.082,-0.215,0.08,0.196,-0.043,0.268,-0.086,-0.216,0.079,0.196,-0.043,0.268,0,0.019979612640163,-0.004383282364934,0.027319062181448
1.545,-0.083,-0.215,0.08,0.201,-0.043,0.22,-0.086,-0.216,0.079,0.201,-0.043,0.22,0,0.020489296636086,-0.004383282364934,0.022426095820591
1.546,-0.083,-0.216,0.079,0.22,-0.057,0.235,-0.086,-0.217,0.079,0.22,-0.057,0.235,0,0.022426095820591,-0.005810397553517,0.023955147808359
1.547,-0.083,-0.216,0.079,0.23,-0.057,0.259,-0.086,-0.217,0.079,0.23,-0.057,0.259,0,0.023445463812436,-0.005810397553517,0.026401630988787
1.548,-0.083,-0.217,0.079,0.225,-0.019,0.273,-0.086,-0.217,0.079,0.225,-0.019,0.273,0,0.022935779816514,-0.001936799184506,0.02782874617737
1.549,-0.083,-0.217,0.079,0.206,-0.014,0.249,-0.086,-0.218,0.079,0.206,-0.014,0.249,0,0.020998980632008,-0.001427115188583,0.025382262996942
1.55,-0.083,-0.217,0.079,0.211,-0.014,0.249,-0.086,-0.218,0.079,0.211,-0.014,0.249,0,0.021508664627931,-0.001427115188583,0.025382262996942
1.551,-0.083,-0.218,0.078,0.215,0.005,0.23,-0.086,-0.219,0.079,0.215,0.005,0.23,0,0.021916411824669,0.000509683995923,0.023445463812436
1.552,-0.083,-0.218,0.078,0.239,-0.019,0.22,-0.087,-0.219,0.079,0.239,-0.019,0.22,0,0.024362895005097,-0.001936799184506,0.022426095820591
1.553,-0.083,-0.218,0.078,0.235,-0.053,0.259,-0.087,-0.219,0.079,0.235,-0.053,0.259,0,0.023955147808359,-0.005402650356779,0.026401630988787
1.554,-0.084,-0.219,0.078,0.23,-0.062,0.283,-0.087,-0.22,0.078,0.23,-0.062,0.283,0,0.023445463812436,-0.006320081549439,0.028848114169215
1.555,-0.084,-0.219,0.078,0.249,-0.057,0.306,-0.087,-0.22,0.078,0.249,-0.057,0.306,0,0.025382262996942,-0.005810397553517,0.031192660550459
1.556,-0.084,-0.219,0.077,0.239,-0.048,0.278,-0.087,-0.22,0.078,0.239,-0.048,0.278,0,0.024362895005097,-0.004892966360856,0.028338430173293
1.557,-0.084,-0.22,0.077,0.211,-0.053,0.22,-0.087,-0.221,0.078,0.211,-0.053,0.22,0,0.021508664627931,-0.005402650356779,0.022426095820591
1.558,-0.084,-0.22,0.077,0.235,-0.062,0.182,-0.087,-0.221,0.078,0.235,-0.062,0.182,0,0.023955147808359,-0.006320081549439,0.01855249745158
1.559,-0.084,-0.22,0.077,0.23,-0.029,0.196,-0.087,-0.221,0.078,0.23,-0.029,0.196,0,0.023445463812436,-0.002956167176351,0.019979612640163
1.56,-0.084,-0.221,0.077,0.244,-0.024,0.263,-0.087,-0.222,0.078,0.244,-0.024,0.263,0,0.024872579001019,-0.002446483180428,0.026809378185525
1.561,-0.085,-0.221,0.076,0.249,-0.048,0.302,-0.087,-0.222,0.077,0.249,-0.048,0.302,0,0.025382262996942,-0.004892966360856,0.030784913353721
1.562,-0.085,-0.222,0.076,0.192,-0.062,0.263,-0.087,-0.222,0.077,0.192,-0.062,0.263,0,0.019571865443425,-0.006320081549439,0.026809378185525
1.563,-0.085,-0.222,0.076,0.211,-0.057,0.23,-0.087,-0.223,0.077,0.211,-0.057,0.23,0,0.021508664627931,-0.005810397553517,0.023445463812436
1.564,-0.085,-0.222,0.076,0.263,-0.053,0.244,-0.088,-0.223,0.077,0.263,-0.053,0.244,0,0.026809378185525,-0.005402650356779,0.024872579001019
1.565,-0.085,-0.223,0.076,0.263,-0.067,0.239,-0.088,-0.224,0.077,0.263,-0.067,0.239,0,0.026809378185525,-0.006829765545362,0.024362895005097
1.566,-0.085,-0.223,0.076,0.225,-0.067,0.254,-0.088,-0.224,0.076,0.225,-0.067,0.254,0,0.022935779816514,-0.006829765545362,0.025891946992865
1.567,-0.085,-0.224,0.075,0.196,-0.034,0.283,-0.088,-0.224,0.076,0.196,-0.034,0.283,0,0.019979612640163,-0.003465851172273,0.028848114169215
1.568,-0.086,-0.224,0.075,0.196,-0.043,0.244,-0.088,-0.225,0.076,0.196,-0.043,0.244,0,0.019979612640163,-0.004383282364934,0.024872579001019
1.569,-0.086,-0.224,0.075,0.225,-0.077,0.196,-0.089,-0.225,0.076,0.225,-0.077,0.196,0,0.022935779816514,-0.007849133537207,0.019979612640163
1.57,-0.086,-0.225,0.075,0.206,-0.043,0.201,-0.089,-0.226,0.075,0.206,-0.043,0.201,0,0.020998980632008,-0.004383282364934,0.020489296636086
1.571,-0.086,-0.225,0.074,0.201,-0.034,0.254,-0.089,-0.226,0.075,0.201,-0.034,0.254,0,0.020489296636086,-0.003465851172273,0.025891946992865
1.572,-0.087,-0.225,0.074,0.254,-0.057,0.273,-0.089,-0.227,0.075,0.254,-0.057,0.273,0,0.025891946992865,-0.005810397553517,0.02782874617737
1.573,-0.087,-0.225,0.074,0.235,-0.101,0.263,-0.089,-0.227,0.075,0.235,-0.101,0.263,0,0.023955147808359,-0.010295616717635,0.026809378185525
1.574,-0.087,-0.226,0.074,0.206,-0.077,0.263,-0.089,-0.228,0.074,0.206,-0.077,0.263,0,0.020998980632008,-0.007849133537207,0.026809378185525
1.575,-0.087,-0.226,0.074,0.225,-0.034,0.268,-0.089,-0.228,0.074,0.225,-0.034,0.268,0,0.022935779816514,-0.003465851172273,0.027319062181448
1.576,-0.088,-0.226,0.074,0.244,-0.038,0.268,-0.09,-0.229,0.074,0.244,-0.038,0.268,0,0.024872579001019,-0.003873598369011,0.027319062181448
1.577,-0.088,-0.227,0.074,0.254,-0.043,0.287,-0.09,-0.229,0.074,0.254,-0.043,0.287,0,0.025891946992865,-0.004383282364934,0.029255861365953
1.578,-0.088,-0.227,0.073,0.235,-0.048,0.316,-0.09,-0.229,0.074,0.235,-0.048,0.316,0,0.023955147808359,-0.004892966360856,0.032212028542304
1.579,-0.088,-0.227,0.073,0.235,-0.034,0.292,-0.09,-0.23,0.074,0.235,-0.034,0.292,0,0.023955147808359,-0.003465851172273,0.029765545361876
1.58,-0.089,-0.228,0.073,0.244,-0.029,0.287,-0.091,-0.23,0.074,0.244,-0.029,0.287,0,0.024872579001019,-0.002956167176351,0.029255861365953
1.581,-0.089,-0.228,0.073,0.244,-0.034,0.273,-0.091,-0.23,0.073,0.244,-0.034,0.273,0,0.024872579001019,-0.003465851172273,0.02782874617737
1.582,-0.089,-0.228,0.073,0.235,-0.024,0.22,-0.091,-0.231,0.073,0.235,-0.024,0.22,0,0.023955147808359,-0.002446483180428,0.022426095820591
1.583,-0.089,-0.229,0.072,0.206,-0.043,0.239,-0.091,-0.231,0.073,0.206,-0.043,0.239,0,0.020998980632008,-0.004383282364934,0.024362895005097
1.584,-0.089,-0.229,0.072,0.196,-0.057,0.249,-0.092,-0.231,0.073,0.196,-0.057,0.249,0,0.019979612640163,-0.005810397553517,0.025382262996942
1.585,-0.09,-0.23,0.072,0.22,-0.034,0.225,-0.092,-0.232,0.072,0.22,-0.034,0.225,0,0.022426095820591,-0.003465851172273,0.022935779816514
1.586,-0.09,-0.23,0.072,0.239,-0.005,0.259,-0.093,-0.232,0.072,0.239,-0.005,0.259,0,0.024362895005097,-0.000509683995923,0.026401630988787
1.587,-0.09,-0.23,0.072,0.244,-0.024,0.268,-0.093,-0.233,0.072,0.244,-0.024,0.268,0,0.024872579001019,-0.002446483180428,0.027319062181448
1.588,-0.09,-0.231,0.071,0.225,-0.057,0.244,-0.093,-0.233,0.071,0.225,-0.057,0.244,0,0.022935779816514,-0.005810397553517,0.024872579001019
1.589,-0.091,-0.231,0.071,0.211,-0.077,0.235,-0.094,-0.233,0.071,0.211,-0.077,0.235,0,0.021508664627931,-0.007849133537207,0.023955147808359
1.59,-0.091,-0.232,0.071,0.249,-0.043,0.239,-0.094,-0.234,0.071,0.249,-0.043,0.239,0,0.025382262996942,-0.004383282364934,0.024362895005097
1.591,-0.091,-0.232,0.071,0.263,-0.029,0.259,-0.094,-0.234,0.07,0.263,-0.029,0.259,0,0.026809378185525,-0.002956167176351,0.026401630988787
1.592,-0.091,-0.232,0.07,0.254,-0.053,0.259,-0.094,-0.235,0.07,0.254,-0.053,0.259,0,0.025891946992865,-0.005402650356779,0.026401630988787
1.593,-0.091,-0.233,0.07,0.239,-0.067,0.249,-0.095,-0.235,0.07,0.239,-0.067,0.249,0,0.024362895005097,-0.006829765545362,0.025382262996942
1.594,-0.092,-0.233,0.07,0.239,-0.072,0.22,-0.095,-0.235,0.069,0.239,-0.072,0.22,0,0.024362895005097,-0.007339449541284,0.022426095820591
1.595,-0.092,-0.234,0.07,0.23,-0.053,0.23,-0.095,-0.236,0.069,0.23,-0.053,0.23,0,0.023445463812436,-0.005402650356779,0.023445463812436
1.596,-0.092,-0.234,0.069,0.235,-0.086,0.254,-0.095,-0.236,0.069,0.235,-0.086,0.254,0,0.023955147808359,-0.008766564729867,0.025891946992865
1.597,-0.093,-0.234,0.069,0.268,-0.101,0.206,-0.095,-0.237,0.068,0.268,-0.101,0.206,0,0.027319062181448,-0.010295616717635,0.020998980632008
1.598,-0.093,-0.235,0.069,0.273,-0.053,0.201,-0.096,-0.237,0.068,0.273,-0.053,0.201,0,0.02782874617737,-0.005402650356779,0.020489296636086
1.599,-0.093,-0.235,0.069,0.249,-0.024,0.235,-0.096,-0.237,0.068,0.249,-0.024,0.235,0,0.025382262996942,-0.002446483180428,0.023955147808359
1.6,-0.094,-0.236,0.068,0.23,-0.014,0.249,-0.096,-0.238,0.068,0.23,-0.014,0.249,0,0.023445463812436,-0.001427115188583,0.025382262996942
1.601,-0.094,-0.236,0.068,0.235,-0.014,0.259,-0.096,-0.238,0.067,0.235,-0.014,0.259,0,0.023955147808359,-0.001427115188583,0.026401630988787
1.602,-0.094,-0.236,0.068,0.259,-0.019,0.263,-0.097,-0.239,0.067,0.259,-0.019,0.263,0,0.026401630988787,-0.001936799184506,0.026809378185525
1.603,-0.094,-0.236,0.068,0.263,-0.057,0.259,-0.097,-0.239,0.066,0.263,-0.057,0.259,0,0.026809378185525,-0.005810397553517,0.026401630988787
1.604,-0.094,-0.237,0.068,0.239,-0.081,0.287,-0.097,-0.239,0.066,0.239,-0.081,0.287,0,0.024362895005097,-0.008256880733945,0.029255861365953
1.605,-0.095,-0.237,0.067,0.22,-0.062,0.287,-0.098,-0.24,0.066,0.22,-0.062,0.287,0,0.022426095820591,-0.006320081549439,0.029255861365953
1.606,-0.095,-0.237,0.067,0.249,-0.072,0.235,-0.098,-0.24,0.065,0.249,-0.072,0.235,0,0.025382262996942,-0.007339449541284,0.023955147808359
1.607,-0.095,-0.238,0.067,0.249,-0.077,0.201,-0.098,-0.241,0.065,0.249,-0.077,0.201,0,0.025382262996942,-0.007849133537207,0.020489296636086
1.608,-0.095,-0.238,0.066,0.22,-0.067,0.196,-0.099,-0.241,0.065,0.22,-0.067,0.196,0,0.022426095820591,-0.006829765545362,0.019979612640163
1.609,-0.096,-0.238,0.066,0.244,-0.062,0.259,-0.099,-0.241,0.064,0.244,-0.062,0.259,0,0.024872579001019,-0.006320081549439,0.026401630988787
1.61,-0.096,-0.239,0.066,0.278,-0.057,0.268,-0.1,-0.242,0.064,0.278,-0.057,0.268,0,0.028338430173293,-0.005810397553517,0.027319062181448
1.611,-0.096,-0.239,0.065,0.273,-0.062,0.239,-0.1,-0.242,0.064,0.273,-0.062,0.239,0,0.02782874617737,-0.006320081549439,0.024362895005097
1.612,-0.096,-0.239,0.065,0.259,-0.072,0.249,-0.1,-0.242,0.064,0.259,-0.072,0.249,0,0.026401630988787,-0.007339449541284,0.025382262996942
1.613,-0.096,-0.239,0.064,0.254,-0.067,0.254,-0.101,-0.242,0.063,0.254,-0.067,0.254,0,0.025891946992865,-0.006829765545362,0.025891946992865
1.614,-0.097,-0.24,0.064,0.244,-0.072,0.268,-0.101,-0.243,0.063,0.244,-0.072,0.268,0,0.024872579001019,-0.007339449541284,0.027319062181448
1.615,-0.097,-0.24,0.064,0.244,-0.072,0.268,-0.101,-0.243,0.063,0.244,-0.072,0.268,0,0.024872579001019,-0.007339449541284,0.027319062181448
1.616,-0.097,-0.24,0.063,0.244,-0.048,0.235,-0.101,-0.243,0.063,0.244,-0.048,0.235,0,0.024872579001019,-0.004892966360856,0.023955147808359
1.617,-0.097,-0.241,0.063,0.254,-0.077,0.23,-0.101,-0.243,0.063,0.254,-0.077,0.23,0,0.025891946992865,-0.007849133537207,0.023445463812436
1.618,-0.097,-0.241,0.063,0.244,-0.072,0.249,-0.102,-0.244,0.062,0.244,-0.072,0.249,0,0.024872579001019,-0.007339449541284,0.025382262996942
1.619,-0.098,-0.241,0.062,0.249,-0.062,0.287,-0.102,-0.244,0.062,0.249,-0.062,0.287,0,0.025382262996942,-0.006320081549439,0.029255861365953
1.62,-0.098,-0.241,0.062,0.273,-0.053,0.287,-0.102,-0.244,0.062,0.273,-0.053,0.287,0,0.02782874617737,-0.005402650356779,0.029255861365953
1.621,-0.098,-0.242,0.061,0.268,-0.038,0.283,-0.103,-0.245,0.062,0.268,-0.038,0.283,0,0.027319062181448,-0.003873598369011,0.028848114169215
1.622,-0.098,-0.242,0.061,0.278,-0.077,0.254,-0.103,-0.245,0.062,0.278,-0.077,0.254,0,0.028338430173293,-0.007849133537207,0.025891946992865
1.623,-0.099,-0.243,0.061,0.283,-0.081,0.235,-0.103,-0.245,0.062,0.283,-0.081,0.235,0,0.028848114169215,-0.008256880733945,0.023955147808359
1.624,-0.099,-0.243,0.06,0.278,-0.057,0.249,-0.103,-0.246,0.062,0.278,-0.057,0.249,0,0.028338430173293,-0.005810397553517,0.025382262996942
1.625,-0.099,-0.243,0.06,0.249,-0.072,0.206,-0.103,-0.246,0.061,0.249,-0.072,0.206,0,0.025382262996942,-0.007339449541284,0.020998980632008
1.626,-0.099,-0.244,0.06,0.263,-0.053,0.225,-0.104,-0.246,0.061,0.263,-0.053,0.225,0,0.026809378185525,-0.005402650356779,0.022935779816514
1.627,-0.1,-0.244,0.06,0.273,-0.043,0.239,-0.104,-0.247,0.061,0.273,-0.043,0.239,0,0.02782874617737,-0.004383282364934,0.024362895005097
1.628,-0.1,-0.245,0.06,0.263,-0.057,0.196,-0.104,-0.247,0.061,0.263,-0.057,0.196,0,0.026809378185525,-0.005810397553517,0.019979612640163
1.629,-0.1,-0.245,0.059,0.254,-0.067,0.263,-0.104,-0.247,0.06,0.254,-0.067,0.263,0,0.025891946992865,-0.006829765545362,0.026809378185525
1.63,-0.101,-0.246,0.059,0.254,-0.081,0.306,-0.104,-0.248,0.06,0.254,-0.081,0.306,0,0.025891946992865,-0.008256880733945,0.031192660550459
1.631,-0.101,-0.246,0.059,0.259,-0.081,0.273,-0.105,-0.248,0.06,0.259,-0.081,0.273,0,0.026401630988787,-0.008256880733945,0.02782874617737
1.632,-0.101,-0.247,0.058,0.273,-0.072,0.278,-0.105,-0.249,0.06,0.273,-0.072,0.278,0,0.02782874617737,-0.007339449541284,0.028338430173293
1.633,-0.101,-0.247,0.058,0.278,-0.057,0.254,-0.105,-0.249,0.059,0.278,-0.057,0.254,0,0.028338430173293,-0.005810397553517,0.025891946992865
1.634,-0.102,-0.248,0.058,0.268,-0.062,0.215,-0.106,-0.25,0.059,0.268,-0.062,0.215,0,0.027319062181448,-0.006320081549439,0.021916411824669
1.635,-0.102,-0.248,0.057,0.244,-0.048,0.244,-0.106,-0.251,0.058,0.244,-0.048,0.244,0,0.024872579001019,-0.004892966360856,0.024872579001019
1.636,-0.103,-0.249,0.057,0.225,-0.057,0.283,-0.106,-0.251,0.058,0.225,-0.057,0.283,0,0.022935779816514,-0.005810397553517,0.028848114169215
1.637,-0.103,-0.249,0.057,0.225,-0.081,0.287,-0.107,-0.251,0.058,0.225,-0.081,0.287,0,0.022935779816514,-0.008256880733945,0.029255861365953
1.638,-0.103,-0.25,0.056,0.23,-0.072,0.283,-0.107,-0.252,0.057,0.23,-0.072,0.283,0,0.023445463812436,-0.007339449541284,0.028848114169215
1.639,-0.104,-0.25,0.056,0.235,-0.091,0.292,-0.107,-0.252,0.057,0.235,-0.091,0.292,0,0.023955147808359,-0.00927624872579,0.029765545361876
1.64,-0.104,-0.25,0.056,0.206,-0.086,0.302,-0.108,-0.253,0.057,0.206,-0.086,0.302,0,0.020998980632008,-0.008766564729867,0.030784913353721
1.641,-0.104,-0.251,0.055,0.215,-0.086,0.292,-0.108,-0.253,0.056,0.215,-0.086,0.292,0,0.021916411824669,-0.008766564729867,0.029765545361876
1.642,-0.105,-0.251,0.055,0.249,-0.086,0.249,-0.109,-0.253,0.056,0.249,-0.086,0.249,0,0.025382262996942,-0.008766564729867,0.025382262996942
1.643,-0.105,-0.252,0.055,0.263,-0.077,0.211,-0.109,-0.254,0.055,0.263,-0.077,0.211,0,0.026809378185525,-0.007849133537207,0.021508664627931
1.644,-0.105,-0.252,0.054,0.268,-0.091,0.196,-0.109,-0.254,0.055,0.268,-0.091,0.196,0,0.027319062181448,-0.00927624872579,0.019979612640163
1.645,-0.106,-0.252,0.054,0.259,-0.101,0.235,-0.109,-0.255,0.055,0.259,-0.101,0.235,0,0.026401630988787,-0.010295616717635,0.023955147808359
1.646,-0.106,-0.253,0.054,0.249,-0.077,0.23,-0.109,-0.255,0.054,0.249,-0.077,0.23,0,0.025382262996942,-0.007849133537207,0.023445463812436
1.647,-0.106,-0.253,0.053,0.254,-0.062,0.196,-0.11,-0.255,0.054,0.254,-0.062,0.196,0,0.025891946992865,-0.006320081549439,0.019979612640163
1.648,-0.107,-0.254,0.053,0.259,-0.101,0.206,-0.11,-0.256,0.054,0.259,-0.101,0.206,0,0.026401630988787,-0.010295616717635,0.020998980632008
1.649,-0.107,-0.254,0.053,0.254,-0.101,0.206,-0.11,-0.256,0.054,0.254,-0.101,0.206,0,0.025891946992865,-0.010295616717635,0.020998980632008
1.65,-0.107,-0.254,0.052,0.239,-0.086,0.239,-0.11,-0.257,0.053,0.239,-0.086,0.239,0,0.024362895005097,-0.008766564729867,0.024362895005097
1.651,-0.108,-0.255,0.052,0.23,-0.077,0.259,-0.111,-0.257,0.053,0.23,-0.077,0.259,0,0.023445463812436,-0.007849133537207,0.026401630988787
1.652,-0.108,-0.256,0.052,0.23,-0.072,0.287,-0.111,-0.258,0.053,0.23,-0.072,0.287,0,0.023445463812436,-0.007339449541284,0.029255861365953
1.653,-0.108,-0.256,0.051,0.211,-0.053,0.273,-0.111,-0.258,0.052,0.211,-0.053,0.273,0,0.021508664627931,-0.005402650356779,0.02782874617737
1.654,-0.108,-0.257,0.051,0.211,-0.048,0.249,-0.112,-0.259,0.052,0.211,-0.048,0.249,0,0.021508664627931,-0.004892966360856,0.025382262996942
1.655,-0.109,-0.257,0.051,0.23,-0.038,0.292,-0.112,-0.259,0.052,0.23,-0.038,0.292,0,0.023445463812436,-0.003873598369011,0.029765545361876
1.656,-0.109,-0.257,0.05,0.254,-0.067,0.306,-0.112,-0.26,0.052,0.254,-0.067,0.306,0,0.025891946992865,-0.006829765545362,0.031192660550459
1.657,-0.109,-0.258,0.05,0.259,-0.101,0.287,-0.112,-0.26,0.052,0.259,-0.101,0.287,0,0.026401630988787,-0.010295616717635,0.029255861365953
1.658,-0.109,-0.258,0.05,0.225,-0.115,0.278,-0.113,-0.261,0.052,0.225,-0.115,0.278,0,0.022935779816514,-0.011722731906218,0.028338430173293
1.659,-0.109,-0.259,0.049,0.244,-0.139,0.311,-0.113,-0.261,0.051,0.244,-0.139,0.311,0,0.024872579001019,-0.014169215086646,0.031702344546381
1.66,-0.11,-0.259,0.049,0.239,-0.096,0.283,-0.113,-0.262,0.051,0.239,-0.096,0.283,0,0.024362895005097,-0.009785932721713,0.028848114169215
1.661,-0.11,-0.26,0.049,0.206,-0.091,0.215,-0.113,-0.262,0.051,0.206,-0.091,0.215,0,0.020998980632008,-0.00927624872579,0.021916411824669
1.662,-0.11,-0.26,0.049,0.206,-0.11,0.201,-0.114,-0.263,0.05,0.206,-0.11,0.201,0,0.020998980632008,-0.011213047910296,0.020489296636086
1.663,-0.11,-0.261,0.048,0.211,-0.105,0.254,-0.114,-0.263,0.05,0.211,-0.105,0.254,0,0.021508664627931,-0.010703363914373,0.025891946992865
1.664,-0.111,-0.261,0.048,0.22,-0.077,0.302,-0.115,-0.264,0.049,0.22,-0.077,0.302,0,0.022426095820591,-0.007849133537207,0.030784913353721
1.665,-0.111,-0.262,0.048,0.235,-0.105,0.297,-0.115,-0.264,0.049,0.235,-0.105,0.297,0,0.023955147808359,-0.010703363914373,0.030275229357798
1.666,-0.111,-0.262,0.047,0.244,-0.139,0.316,-0.115,-0.265,0.048,0.244,-0.139,0.316,0,0.024872579001019,-0.014169215086646,0.032212028542304
1.667,-0.112,-0.263,0.047,0.244,-0.062,0.34,-0.115,-0.265,0.048,0.244,-0.062,0.34,0,0.024872579001019,-0.006320081549439,0.034658511722732
1.668,-0.112,-0.263,0.047,0.23,-0.077,0.297,-0.116,-0.266,0.047,0.23,-0.077,0.297,0,0.023445463812436,-0.007849133537207,0.030275229357798
1.669,-0.112,-0.264,0.046,0.23,-0.134,0.273,-0.116,-0.266,0.047,0.23,-0.134,0.273,0,0.023445463812436,-0.013659531090724,0.02782874617737
1.67,-0.112,-0.264,0.046,0.23,-0.124,0.249,-0.116,-0.267,0.046,0.23,-0.124,0.249,0,0.023445463812436,-0.012640163098879,0.025382262996942
1.671,-0.113,-0.265,0.046,0.244,-0.11,0.254,-0.116,-0.267,0.046,0.244,-0.11,0.254,0,0.024872579001019,-0.011213047910296,0.025891946992865
1.672,-0.113,-0.265,0.045,0.225,-0.101,0.263,-0.116,-0.268,0.045,0.225,-0.101,0.263,0,0.022935779816514,-0.010295616717635,0.026809378185525
1.673,-0.113,-0.266,0.045,0.225,-0.115,0.201,-0.117,-0.268,0.045,0.225,-0.115,0.201,0,0.022935779816514,-0.011722731906218,0.020489296636086
