time,gyrx,gyry,gyrz,rol,pit,yaw,accx,accy,accz,vCmds
1.030,-72.740,-3.521,-3.587,-5.038,0.185,-0.344,-0.277,1.002,0.034,0.000,
1.032,-75.335,-3.616,-3.797,-5.184,0.178,-0.351,-0.259,1.034,0.064,0.000,
1.034,-77.617,-3.718,-3.946,-5.334,0.171,-0.359,-0.236,1.070,0.099,0.000,
1.036,-79.934,-3.840,-4.049,-5.490,0.164,-0.367,-0.212,1.106,0.139,0.000,
1.038,-81.861,-3.958,-4.091,-5.650,0.156,-0.375,-0.193,1.137,0.184,0.000,
1.040,-83.306,-4.069,-4.079,-5.813,0.148,-0.383,-0.183,1.160,0.230,0.000,
1.042,-84.807,-4.253,-4.021,-5.980,0.140,-0.391,-0.185,1.184,0.280,0.000,
1.044,-86.142,-4.481,-3.947,-6.149,0.132,-0.399,-0.197,1.215,0.336,0.000,
1.046,-87.576,-4.849,-3.857,-6.322,0.123,-0.407,-0.215,1.257,0.398,8.000,
1.048,-88.816,-5.267,-3.772,-6.497,0.113,-0.415,-0.237,1.309,0.458,0.000,
1.050,-90.052,-5.811,-3.671,-6.675,0.102,-0.423,-0.259,1.363,0.508,4.000,
1.052,-91.066,-6.336,-3.572,-6.855,0.091,-0.430,-0.279,1.414,0.549,0.000,
1.054,-92.074,-6.885,-3.446,-7.037,0.078,-0.437,-0.294,1.460,0.584,0.000,
1.056,-92.924,-7.329,-3.323,-7.221,0.064,-0.444,-0.301,1.503,0.613,0.000,
1.058,-93.853,-7.704,-3.187,-7.407,0.050,-0.451,-0.301,1.544,0.634,0.000,
1.060,-94.706,-7.964,-3.071,-7.594,0.034,-0.457,-0.299,1.584,0.643,0.000,
1.062,-95.687,-8.181,-2.970,-7.784,0.018,-0.463,-0.296,1.624,0.639,8.000,
1.064,-96.595,-8.345,-2.899,-7.975,0.002,-0.469,-0.288,1.672,0.615,0.000,
1.066,-97.599,-8.522,-2.850,-8.168,-0.015,-0.475,-0.266,1.736,0.567,0.000,
1.068,-98.499,-8.690,-2.826,-8.364,-0.032,-0.481,-0.227,1.816,0.494,0.000,
1.070,-99.469,-8.891,-2.815,-8.561,-0.049,-0.486,-0.170,1.906,0.401,0.000,
1.072,-100.325,-9.076,-2.810,-8.760,-0.067,-0.492,-0.103,1.998,0.302,8.000,
1.074,-101.018,-9.223,-2.809,-8.960,-0.085,-0.497,-0.033,2.084,0.204,0.000,
1.076,-101.834,-9.358,-2.818,-9.162,-0.104,-0.503,0.028,2.157,0.108,0.000,
1.078,-102.645,-9.452,-2.832,-9.366,-0.122,-0.509,0.073,2.212,0.006,0.000,
1.080,-103.664,-9.493,-2.854,-9.571,-0.141,-0.514,0.099,2.246,-0.105,0.000,
1.082,-104.663,-9.472,-2.884,-9.779,-0.160,-0.520,0.115,2.265,-0.216,8.000,
1.084,-105.812,-9.348,-2.923,-9.988,-0.179,-0.526,0.128,2.277,-0.310,0.000,
1.086,-106.866,-9.164,-2.954,-10.200,-0.198,-0.532,0.142,2.289,-0.385,0.000,
1.088,-108.027,-8.858,-2.959,-10.413,-0.216,-0.538,0.157,2.303,-0.453,0.000,
1.090,-109.071,-8.489,-2.931,-10.629,-0.234,-0.544,0.177,2.315,-0.522,0.000,
1.092,-109.924,-8.074,-2.867,-10.847,-0.251,-0.549,0.201,2.322,-0.592,8.000,
1.094,-110.872,-7.355,-2.709,-11.067,-0.267,-0.555,0.225,2.322,-0.655,0.000,
1.096,-111.735,-6.486,-2.499,-11.289,-0.282,-0.561,0.247,2.320,-0.705,0.000,
1.098,-112.649,-5.231,-2.191,-11.513,-0.295,-0.566,0.269,2.319,-0.737,0.000,
1.100,-113.429,-3.913,-1.865,-11.738,-0.305,-0.570,0.296,2.328,-0.745,0.000,
1.102,-114.199,-2.311,-1.443,-11.965,-0.313,-0.574,0.329,2.344,-0.734,0.000,
1.104,-114.828,-0.792,-1.015,-12.193,-0.318,-0.577,0.361,2.363,-0.711,0.000,
1.106,-115.448,0.893,-0.482,-12.423,-0.319,-0.579,0.384,2.378,-0.680,0.000,
1.108,-115.962,2.395,0.032,-12.654,-0.317,-0.580,0.395,2.387,-0.644,0.000,
1.110,-116.494,3.985,0.617,-12.886,-0.313,-0.579,0.397,2.391,-0.599,0.000,
1.112,-116.958,5.369,1.159,-13.119,-0.305,-0.578,0.393,2.392,-0.545,0.000,
1.114,-117.474,6.821,1.761,-13.352,-0.294,-0.576,0.380,2.387,-0.483,0.000,
1.116,-117.950,8.079,2.289,-13.587,-0.280,-0.572,0.355,2.379,-0.411,0.000,
1.118,-118.511,9.360,2.793,-13.823,-0.264,-0.568,0.316,2.370,-0.328,0.000,
1.120,-119.058,10.418,3.168,-14.060,-0.245,-0.562,0.266,2.368,-0.247,2.000,
1.122,-119.554,11.198,3.387,-14.298,-0.225,-0.556,0.212,2.380,-0.180,1.000,
1.124,-120.187,12.022,3.499,-14.538,-0.202,-0.549,0.160,2.409,-0.125,0.000,
1.126,-120.825,12.794,3.525,-14.778,-0.178,-0.542,0.114,2.460,-0.074,0.000,
1.128,-121.592,13.734,3.510,-15.020,-0.152,-0.535,0.076,2.533,-0.018,2.000,
1.130,-122.326,14.629,3.477,-15.263,-0.125,-0.528,0.046,2.625,0.047,0.000,
1.132,-123.206,15.579,3.433,-15.507,-0.096,-0.521,0.021,2.732,0.119,0.000,
1.134,-124.071,16.363,3.390,-15.754,-0.065,-0.514,-0.003,2.845,0.198,0.000,
1.136,-125.194,17.060,3.330,-16.002,-0.032,-0.507,-0.029,2.959,0.291,2.000,
1.138,-126.363,17.571,3.265,-16.252,0.002,-0.501,-0.058,3.064,0.399,1.000,
1.140,-127.919,18.025,3.182,-16.505,0.037,-0.494,-0.089,3.156,0.511,2.000,
1.142,-129.530,18.384,3.097,-16.761,0.073,-0.488,-0.122,3.230,0.622,0.000,
1.144,-131.592,18.768,2.976,-17.020,0.110,-0.482,-0.154,3.285,0.726,0.000,
1.146,-133.652,19.120,2.835,-17.283,0.148,-0.476,-0.181,3.328,0.818,2.000,
1.148,-135.503,19.420,2.678,-17.550,0.186,-0.470,-0.200,3.364,0.904,0.000,
1.150,-137.785,19.786,2.416,-17.821,0.225,-0.465,-0.205,3.404,0.986,2.000,
1.152,-140.041,20.144,2.110,-18.097,0.264,-0.460,-0.198,3.452,1.061,0.000,
1.154,-142.713,20.564,1.698,-18.377,0.305,-0.456,-0.179,3.511,1.124,0.000,
1.156,-145.199,20.949,1.284,-18.663,0.346,-0.452,-0.151,3.573,1.166,2.000,
